age,study_hours,attendance_percentage,math_score,science_score,english_score,overall_score,travel_time_min,gender_male,gender_other,school_type_encoded,parent_education_encoded,internet_access_encoded,extra_activities_encoding,study_method_group_study,study_method_mixed,study_method_notes,study_method_online_videos,study_method_textbook,final_grade_encoded
16,5.1,85.1,78.4,76.1,74.9,68.9,22.5,0,0,1,3.0,1,1,1,0,0,0,0,3
19,6.0,99.9,97.5,76.6,100.0,94.7,22.5,0,1,0,0.0,1,1,1,0,0,0,0,1
16,5.4,80.1,78.3,83.5,88.1,82.7,75.0,1,0,0,0.0,1,1,0,0,0,1,0,2
17,3.2,57.0,58.2,49.2,48.3,49.6,45.0,0,1,1,2.0,0,0,0,0,0,0,1,4
15,3.3,98.6,58.1,93.6,46.1,58.5,7.5,0,1,1,1.0,1,0,1,0,0,0,0,3
14,4.6,72.9,47.9,54.7,58.8,60.3,75.0,0,1,1,5.0,1,1,0,0,1,0,0,3
18,2.0,74.4,34.6,14.9,55.6,36.2,22.5,1,0,1,1.0,0,1,0,0,1,0,0,5
14,6.8,62.7,57.5,68.4,74.3,75.2,7.5,1,0,0,2.0,1,0,0,0,1,0,0,2
16,1.3,90.7,54.2,35.5,52.7,52.9,45.0,0,1,0,1.0,0,1,0,0,0,0,0,4
15,4.1,76.5,58.4,73.0,61.0,59.4,22.5,0,0,1,5.0,1,1,0,0,0,0,1,3
14,6.9,98.7,88.3,100.0,100.0,100.0,75.0,0,0,1,4.0,1,1,0,0,0,0,0,0
17,4.5,76.0,97.1,70.9,63.2,73.6,45.0,0,0,1,1.0,1,1,0,0,0,0,1,2
19,6.2,59.0,69.1,85.4,79.2,80.3,7.5,0,0,1,1.0,1,1,1,0,0,0,0,2
14,2.3,88.5,63.8,62.2,65.4,60.4,75.0,0,0,0,1.0,1,0,0,0,0,1,0,3
18,3.8,57.4,46.4,45.3,56.7,47.3,7.5,0,0,0,0.0,1,1,0,0,1,0,0,4
17,5.8,64.2,68.6,61.3,75.2,74.3,22.5,0,0,0,1.0,1,0,0,0,0,1,0,2
18,7.2,97.0,91.2,100.0,78.9,94.9,7.5,0,0,0,5.0,1,1,0,1,0,0,0,1
14,5.3,98.8,69.1,78.0,86.8,76.4,7.5,0,0,0,2.0,1,0,0,1,0,0,0,2
19,2.3,88.8,66.0,86.8,64.4,62.3,45.0,0,1,0,2.0,1,1,0,1,0,0,0,3
14,1.6,60.3,61.6,45.4,53.9,46.2,75.0,0,0,0,1.0,1,0,0,0,0,0,0,4
19,6.8,87.1,100.0,91.3,81.7,86.8,45.0,0,1,1,1.0,0,1,0,0,0,1,0,1
17,4.7,79.7,82.6,78.2,91.1,76.3,7.5,0,0,0,3.0,1,1,0,0,0,0,0,2
16,1.9,72.3,46.8,48.9,55.3,54.0,22.5,0,1,0,4.0,1,0,0,0,0,0,1,4
14,4.1,72.3,75.2,72.3,64.3,70.7,45.0,0,0,1,3.0,0,1,0,0,0,0,0,2
17,1.4,72.7,36.8,33.5,54.5,35.5,45.0,0,0,0,3.0,0,0,1,0,0,0,0,5
14,1.3,66.1,31.4,14.8,24.2,27.3,22.5,1,0,1,1.0,0,0,0,0,0,0,0,5
17,7.4,76.9,70.0,94.2,86.7,83.7,22.5,1,0,0,5.0,1,1,0,0,0,1,0,2
18,4.6,51.8,34.5,45.2,55.9,51.0,7.5,0,1,1,4.0,1,0,0,0,0,0,1,4
15,2.4,92.4,63.9,59.7,58.6,51.5,7.5,1,0,1,5.0,1,0,0,0,0,0,1,4
15,7.1,94.9,91.3,92.3,79.8,92.3,7.5,1,0,1,4.0,0,1,1,0,0,0,0,1
15,8.0,69.5,94.1,100.0,100.0,98.0,7.5,0,1,1,4.0,1,0,1,0,0,0,0,0
15,7.1,97.4,94.6,94.3,99.4,92.7,75.0,0,1,1,0.0,1,0,0,0,0,1,0,1
14,6.1,88.8,77.7,100.0,100.0,92.4,45.0,0,0,1,0.0,1,1,0,0,1,0,0,1
15,7.7,92.4,100.0,100.0,89.8,100.0,75.0,0,0,1,0.0,0,0,0,0,1,0,0,0
17,2.0,94.6,32.9,46.1,44.5,45.5,75.0,0,0,1,2.0,1,0,0,0,0,0,0,4
15,7.1,67.0,76.7,100.0,94.0,93.3,7.5,0,1,1,3.0,1,0,0,1,0,0,0,1
18,3.2,90.6,70.3,58.4,59.9,57.4,22.5,0,0,1,0.0,1,0,1,0,0,0,0,3
18,0.7,57.3,60.8,35.9,51.8,32.6,22.5,1,0,0,4.0,1,0,0,0,1,0,0,5
18,0.7,98.9,40.0,70.8,63.4,51.1,45.0,0,0,1,3.0,1,1,1,0,0,0,0,4
17,1.9,79.8,49.0,42.6,36.2,44.6,45.0,1,0,1,3.0,1,0,0,0,0,0,0,4
15,6.3,84.7,100.0,100.0,100.0,92.0,75.0,0,1,0,5.0,1,0,0,1,0,0,0,1
19,7.2,65.3,73.0,95.0,77.1,89.9,22.5,1,0,0,3.0,1,0,0,0,0,1,0,1
15,1.5,51.6,39.1,37.4,38.6,38.0,45.0,0,0,0,0.0,1,1,0,0,0,0,1,5
16,6.8,58.2,95.9,87.8,74.5,85.4,7.5,1,0,0,4.0,0,1,0,1,0,0,0,1
16,6.2,57.1,64.1,71.8,80.8,69.4,7.5,0,1,1,5.0,1,1,1,0,0,0,0,3
18,0.9,72.1,53.8,43.2,36.0,40.6,22.5,0,0,0,0.0,1,1,0,0,1,0,0,4
17,6.0,64.6,79.9,77.5,67.1,73.7,22.5,1,0,0,3.0,1,1,1,0,0,0,0,2
18,0.8,97.2,38.4,50.8,57.5,49.1,22.5,0,1,1,2.0,1,1,0,0,0,0,0,4
19,2.5,92.1,48.8,65.1,66.9,61.6,7.5,0,0,0,0.0,1,1,1,0,0,0,0,3
16,4.5,77.0,63.0,79.5,65.2,69.5,7.5,0,0,1,1.0,1,0,0,0,1,0,0,3
19,7.3,92.6,95.3,100.0,100.0,100.0,75.0,1,0,1,5.0,1,1,0,1,0,0,0,0
15,1.3,79.3,37.4,43.3,36.9,36.9,7.5,1,0,0,2.0,1,0,0,0,0,0,0,5
19,3.1,96.0,73.2,71.1,60.1,53.8,75.0,0,1,1,3.0,1,0,0,0,0,0,0,4
15,4.8,87.3,71.2,73.5,72.1,76.6,45.0,0,0,0,4.0,1,0,0,0,0,0,1,2
19,6.1,86.8,76.0,63.9,81.4,74.8,7.5,0,0,0,2.0,1,0,0,0,0,0,1,2
16,7.4,63.7,97.8,80.8,77.2,79.8,75.0,0,1,1,5.0,1,0,1,0,0,0,0,2
19,4.0,89.7,71.2,54.7,67.6,61.4,45.0,0,0,0,2.0,1,0,0,0,1,0,0,3
14,6.8,88.6,87.2,99.8,67.9,86.8,45.0,0,0,0,5.0,1,1,0,0,0,0,1,1
16,5.1,54.0,69.7,45.4,67.5,72.2,7.5,0,1,0,0.0,1,0,0,0,0,0,0,2
19,2.0,52.9,25.0,35.8,29.3,41.0,45.0,1,0,1,5.0,1,0,0,1,0,0,0,4
14,4.8,94.1,64.3,48.5,53.5,66.8,7.5,0,0,0,0.0,0,0,0,1,0,0,0,3
15,2.9,98.9,95.4,74.2,73.7,72.3,22.5,0,1,1,4.0,1,1,0,0,0,0,0,2
14,5.8,80.2,80.6,76.2,92.4,87.6,7.5,1,0,0,3.0,1,1,0,0,0,0,1,1
15,2.6,58.5,59.1,49.0,59.3,48.5,75.0,1,0,0,3.0,0,0,0,0,0,1,0,4
16,2.5,71.1,47.2,69.6,61.7,54.1,7.5,0,0,1,5.0,0,0,1,0,0,0,0,4
17,7.6,51.1,82.9,73.6,64.7,74.6,45.0,1,0,0,3.0,1,0,1,0,0,0,0,2
15,7.3,91.1,100.0,100.0,97.6,95.6,45.0,1,0,1,4.0,1,0,0,0,0,0,0,0
14,3.9,55.2,47.1,63.3,52.4,52.4,22.5,1,0,0,4.0,1,0,0,0,0,0,1,4
15,6.2,66.8,73.1,88.5,70.7,79.5,22.5,0,1,0,5.0,1,0,1,0,0,0,0,2
19,7.9,78.1,100.0,82.0,95.1,99.1,22.5,1,0,0,1.0,1,1,0,0,0,1,0,0
19,1.2,84.9,45.9,53.0,47.3,38.7,45.0,0,1,0,5.0,1,0,0,1,0,0,0,5
15,5.0,95.4,82.6,71.0,77.9,73.8,45.0,0,0,1,3.0,1,0,0,0,0,1,0,2
15,2.4,71.1,55.4,61.2,44.7,55.1,75.0,0,1,1,0.0,1,0,0,0,0,0,0,3
14,6.5,59.6,60.6,73.2,64.8,71.4,7.5,1,0,1,5.0,1,1,0,0,0,1,0,2
19,1.3,55.4,28.7,21.7,31.2,29.6,75.0,0,1,0,4.0,1,1,0,0,0,1,0,5
18,6.4,82.9,77.6,79.2,67.6,88.5,22.5,0,0,0,5.0,0,0,0,0,0,0,1,1
18,2.0,56.4,48.5,65.9,36.3,42.9,7.5,0,1,0,4.0,1,1,0,0,1,0,0,4
15,3.9,82.9,51.2,51.4,65.7,61.9,75.0,0,1,1,2.0,1,0,1,0,0,0,0,3
17,6.6,72.8,83.4,91.7,84.0,91.4,22.5,0,0,0,2.0,0,0,0,1,0,0,0,1
14,1.0,70.8,31.5,52.1,36.7,33.3,45.0,0,1,1,1.0,1,0,0,0,0,0,0,5
18,7.5,63.0,94.0,75.2,58.1,80.4,75.0,1,0,1,2.0,1,1,0,1,0,0,0,2
17,2.1,95.1,34.2,61.3,52.8,46.4,45.0,0,0,0,0.0,1,0,0,1,0,0,0,4
15,4.3,85.8,59.7,72.4,57.7,66.5,75.0,0,0,0,4.0,1,1,0,0,0,1,0,3
18,6.0,76.2,75.9,95.5,86.7,81.0,22.5,0,1,1,4.0,0,1,0,1,0,0,0,2
17,1.4,71.2,35.8,49.4,43.8,31.5,45.0,0,1,0,5.0,1,0,0,0,1,0,0,5
16,5.1,68.0,48.8,58.2,61.7,58.0,7.5,0,1,1,3.0,1,1,1,0,0,0,0,3
15,4.4,70.0,48.6,38.7,55.7,61.0,22.5,0,1,1,5.0,1,1,0,0,0,0,0,3
14,4.9,92.7,68.1,55.9,89.2,76.0,7.5,0,1,1,1.0,0,1,1,0,0,0,0,2
19,5.5,71.1,71.4,69.5,64.0,67.9,22.5,0,1,1,2.0,1,0,1,0,0,0,0,3
15,3.7,50.2,24.9,34.4,36.8,41.2,7.5,0,0,1,4.0,1,1,1,0,0,0,0,4
15,2.7,96.2,75.0,61.5,59.5,64.6,22.5,1,0,1,4.0,1,0,0,0,0,0,0,3
18,1.9,79.6,50.9,52.5,39.7,43.7,7.5,0,1,0,4.0,1,0,0,0,0,0,0,4
15,7.5,58.3,84.6,61.4,66.2,77.9,22.5,1,0,1,2.0,1,0,0,0,1,0,0,2
16,3.5,56.3,52.6,44.8,38.9,48.4,7.5,1,0,0,0.0,1,1,1,0,0,0,0,4
18,2.6,68.8,47.2,28.2,59.3,46.3,22.5,0,1,1,5.0,1,0,0,0,0,0,1,4
17,0.9,80.6,27.9,17.9,52.5,36.1,75.0,1,0,1,2.0,1,1,0,1,0,0,0,5
17,6.1,97.0,88.0,100.0,87.0,92.6,45.0,1,0,0,3.0,1,0,0,1,0,0,0,1
14,4.5,52.7,56.4,64.9,68.6,61.3,7.5,0,0,0,0.0,0,0,0,0,0,0,0,3
16,1.9,67.6,18.3,15.6,33.4,33.0,45.0,0,0,0,5.0,0,1,0,0,0,0,1,5
16,7.2,62.9,94.2,85.5,73.1,79.8,75.0,1,0,0,1.0,1,0,0,0,1,0,0,2
17,7.5,71.1,77.4,62.0,98.3,89.9,45.0,0,0,0,5.0,1,1,0,1,0,0,0,1
14,7.1,89.6,94.4,91.9,95.7,99.3,22.5,1,0,1,4.0,1,1,0,0,0,0,0,0
14,4.7,57.9,53.8,69.8,67.9,57.1,75.0,1,0,0,1.0,1,1,0,0,0,0,0,3
18,3.3,96.7,58.8,42.7,52.8,55.6,75.0,1,0,0,2.0,1,0,0,1,0,0,0,3
18,1.7,62.8,41.2,48.8,51.9,45.7,75.0,0,1,0,5.0,1,0,0,0,0,0,1,4
18,3.3,87.6,58.5,71.2,63.2,65.8,22.5,0,0,0,3.0,0,0,0,0,0,0,0,3
15,5.1,82.0,84.5,68.7,81.3,74.9,22.5,0,1,0,4.0,1,0,0,1,0,0,0,2
19,2.2,77.4,83.0,45.4,38.3,50.3,22.5,1,0,1,3.0,1,1,0,0,0,0,0,4
15,4.0,92.2,95.2,63.8,61.7,74.0,75.0,0,1,1,1.0,1,1,0,1,0,0,0,2
17,4.8,80.4,71.9,79.9,79.2,71.1,75.0,0,1,1,0.0,1,1,1,0,0,0,0,2
14,6.0,89.1,69.2,78.5,87.6,86.0,7.5,0,0,1,0.0,1,0,0,1,0,0,0,1
19,1.2,79.5,33.9,44.4,47.4,51.3,22.5,0,1,1,2.0,1,1,0,0,0,1,0,4
15,7.0,86.0,94.5,74.9,87.9,84.9,22.5,0,0,0,4.0,1,1,0,1,0,0,0,2
18,3.9,52.4,55.3,81.1,42.4,54.8,75.0,0,0,0,1.0,0,0,0,1,0,0,0,4
15,4.9,82.3,79.5,94.2,88.6,77.9,7.5,0,1,1,1.0,1,0,0,0,1,0,0,2
18,7.6,94.4,94.5,95.8,83.2,91.5,22.5,0,0,0,2.0,0,0,0,1,0,0,0,1
16,1.8,82.5,48.9,58.1,55.0,55.8,75.0,0,0,0,1.0,1,0,1,0,0,0,0,3
14,7.1,90.9,88.9,100.0,86.9,89.0,45.0,0,1,1,2.0,1,0,0,1,0,0,0,1
15,6.5,99.5,100.0,89.9,100.0,97.2,22.5,0,0,1,3.0,1,1,1,0,0,0,0,0
18,8.0,57.8,100.0,79.3,71.8,89.6,75.0,1,0,1,1.0,1,1,0,0,0,0,0,1
15,3.4,84.5,78.6,73.7,46.3,62.0,7.5,0,1,1,0.0,1,0,0,1,0,0,0,3
15,1.5,94.9,65.7,77.8,39.3,58.5,22.5,0,1,1,0.0,1,0,0,0,1,0,0,3
17,0.6,51.4,19.2,17.5,26.1,23.9,75.0,1,0,0,2.0,1,1,0,1,0,0,0,5
15,6.4,58.7,75.9,77.4,70.4,73.9,22.5,0,1,0,1.0,0,0,0,0,0,0,0,2
14,1.5,62.5,49.9,43.7,54.2,37.6,75.0,1,0,0,4.0,1,0,0,0,0,0,0,5
17,2.8,94.0,86.7,69.9,72.8,68.0,75.0,1,0,1,0.0,1,1,0,1,0,0,0,3
18,7.9,98.9,100.0,100.0,85.3,100.0,75.0,0,1,1,0.0,1,0,0,0,0,0,0,0
18,3.8,95.7,72.5,76.5,75.3,77.7,22.5,0,0,0,3.0,1,1,1,0,0,0,0,2
19,2.2,73.7,65.8,28.3,60.9,54.1,22.5,0,0,1,3.0,1,1,0,0,0,1,0,4
14,6.1,83.4,75.9,81.0,81.2,81.8,45.0,0,0,0,4.0,1,0,0,0,0,0,1,2
16,2.5,55.2,48.6,45.6,34.5,37.7,75.0,1,0,1,0.0,1,1,0,0,1,0,0,5
15,4.5,99.0,97.5,89.8,79.2,84.5,45.0,0,1,0,4.0,1,0,0,1,0,0,0,2
19,1.7,97.2,53.7,41.1,44.9,45.4,22.5,1,0,0,5.0,1,0,0,0,0,0,1,4
17,4.0,79.8,49.0,64.9,44.0,54.7,75.0,0,1,0,3.0,1,0,0,1,0,0,0,4
14,1.3,57.2,23.3,34.1,34.3,33.9,7.5,0,1,0,2.0,1,0,0,0,0,0,1,5
18,6.3,97.4,88.3,95.5,95.3,91.4,7.5,1,0,0,2.0,0,1,0,0,1,0,0,1
14,3.2,94.8,73.2,61.2,63.9,67.1,7.5,0,0,0,4.0,1,0,0,0,0,1,0,3
15,2.9,99.5,53.1,57.3,62.1,61.2,7.5,1,0,1,0.0,1,0,1,0,0,0,0,3
18,8.0,75.4,82.2,100.0,100.0,100.0,7.5,0,0,1,4.0,1,1,0,0,0,1,0,0
17,6.7,67.4,98.6,84.7,80.6,84.2,22.5,0,0,1,1.0,1,0,0,0,0,0,1,2
18,4.7,68.9,59.4,68.9,82.6,72.1,45.0,1,0,0,5.0,1,0,0,0,1,0,0,2
17,7.6,74.9,100.0,93.1,75.8,98.0,75.0,0,1,0,0.0,1,0,0,0,0,0,1,0
19,2.1,95.6,66.6,39.7,48.2,62.8,45.0,0,1,0,3.0,1,1,0,0,0,1,0,3
17,4.8,56.4,55.0,50.6,68.0,62.8,45.0,1,0,0,2.0,1,0,0,0,0,0,0,3
14,7.5,82.4,83.2,83.6,93.3,84.9,45.0,0,1,1,2.0,0,0,0,1,0,0,0,2
14,4.8,95.8,86.6,69.6,66.9,70.9,75.0,0,1,1,2.0,1,1,0,0,0,1,0,2
18,2.8,63.7,24.4,45.3,50.5,41.6,45.0,0,0,0,0.0,1,0,1,0,0,0,0,4
14,6.6,76.3,94.0,95.7,76.6,83.1,75.0,0,1,0,5.0,1,0,0,0,1,0,0,2
16,1.5,89.7,41.5,36.1,34.3,41.1,45.0,1,0,0,3.0,0,0,0,0,0,0,1,4
14,1.6,75.7,31.2,26.9,42.9,39.3,7.5,0,1,0,3.0,0,0,0,0,0,1,0,5
15,6.0,76.4,76.9,87.9,79.3,73.1,75.0,0,1,1,3.0,1,1,0,0,0,0,1,2
17,1.0,88.3,44.7,53.5,49.0,49.0,45.0,0,0,1,3.0,1,0,1,0,0,0,0,4
15,0.9,58.2,35.4,28.3,50.3,34.0,22.5,0,1,0,3.0,1,1,0,0,0,1,0,5
16,3.3,85.7,74.9,49.4,73.6,67.1,75.0,0,1,0,2.0,1,0,0,1,0,0,0,3
19,3.5,95.7,65.2,80.4,30.6,56.6,22.5,0,1,1,0.0,1,1,1,0,0,0,0,3
14,4.0,55.1,53.8,55.7,58.7,58.1,7.5,0,0,0,0.0,1,1,0,0,0,0,1,3
14,6.1,53.0,68.1,64.2,66.0,60.2,75.0,0,1,0,3.0,1,0,0,0,1,0,0,3
15,4.8,54.4,77.7,48.2,68.3,57.6,22.5,0,0,1,1.0,1,1,0,0,1,0,0,3
18,5.9,86.8,60.0,61.0,85.2,71.9,22.5,0,0,1,2.0,1,0,0,0,0,1,0,2
16,0.9,69.6,32.3,53.0,45.6,40.5,22.5,1,0,0,3.0,1,1,0,0,1,0,0,4
17,2.9,73.2,32.4,42.6,48.7,47.2,7.5,1,0,0,3.0,0,1,0,0,0,0,1,4
14,7.7,86.4,100.0,92.3,100.0,98.0,75.0,0,1,0,1.0,0,0,0,0,1,0,0,0
18,3.7,76.2,51.5,51.8,53.9,51.4,22.5,0,0,1,3.0,1,1,0,0,1,0,0,4
14,2.2,80.0,38.0,40.2,13.6,39.9,22.5,0,0,1,5.0,1,0,0,0,0,0,1,5
18,7.9,92.5,100.0,100.0,100.0,100.0,45.0,0,1,1,2.0,1,0,0,1,0,0,0,0
14,3.6,72.6,75.3,65.0,52.0,66.2,22.5,1,0,0,0.0,1,0,0,1,0,0,0,3
19,4.1,93.7,67.2,71.2,86.3,65.1,7.5,1,0,1,3.0,1,1,0,0,1,0,0,3
15,2.2,76.2,71.0,50.4,54.4,57.2,22.5,1,0,0,3.0,1,1,0,0,0,0,1,3
15,5.4,70.1,62.1,53.9,68.3,63.3,7.5,1,0,1,2.0,1,0,0,0,1,0,0,3
16,2.1,63.1,23.7,26.4,43.1,35.7,22.5,0,0,1,3.0,1,1,0,0,0,0,1,5
14,5.1,86.5,89.3,66.9,83.2,74.4,22.5,0,1,1,4.0,1,1,0,0,0,0,0,2
14,6.2,81.1,82.8,100.0,89.9,84.8,7.5,1,0,1,3.0,1,1,0,0,1,0,0,2
17,5.4,90.4,59.7,70.9,78.3,76.5,22.5,0,0,0,4.0,1,1,0,0,0,0,0,2
15,1.2,77.3,9.5,33.8,64.2,39.4,7.5,1,0,1,0.0,0,1,0,1,0,0,0,5
16,1.1,93.3,23.4,45.9,51.1,38.5,75.0,0,1,0,1.0,1,0,0,0,0,1,0,5
18,6.8,64.4,82.7,96.4,79.8,89.3,22.5,0,0,1,3.0,1,1,0,0,0,0,1,1
14,7.3,86.5,85.6,74.6,83.0,85.6,45.0,1,0,0,1.0,1,1,1,0,0,0,0,1
16,1.5,69.7,34.1,29.0,57.6,31.2,7.5,0,0,1,5.0,1,1,0,1,0,0,0,5
15,3.3,55.7,26.3,16.7,18.2,41.7,75.0,0,0,0,4.0,1,1,0,0,0,0,0,4
16,5.4,76.4,64.7,73.3,64.6,68.1,7.5,0,1,1,2.0,1,1,0,0,0,1,0,3
15,6.8,61.6,64.3,77.7,60.1,71.0,22.5,1,0,0,4.0,1,0,0,1,0,0,0,2
14,7.3,53.1,79.2,81.8,66.8,75.4,45.0,0,1,0,5.0,1,0,0,0,0,0,0,2
14,5.7,68.2,72.1,84.1,46.9,64.0,45.0,0,1,1,0.0,0,1,1,0,0,0,0,3
19,1.6,98.9,62.2,51.0,52.7,46.4,45.0,1,0,0,3.0,1,1,0,1,0,0,0,4
14,6.3,94.7,96.1,83.4,92.2,82.5,45.0,0,1,1,2.0,1,1,0,0,0,0,1,2
18,6.9,99.0,71.2,86.8,86.8,85.0,22.5,0,1,0,4.0,0,1,0,0,1,0,0,1
19,3.1,51.4,38.7,31.2,36.9,37.2,7.5,0,0,1,1.0,0,0,0,1,0,0,0,5
16,4.2,57.6,57.5,81.1,54.4,60.3,75.0,1,0,0,1.0,0,1,1,0,0,0,0,3
15,1.7,61.8,42.1,61.7,54.5,43.8,7.5,0,0,0,4.0,1,1,0,0,0,0,1,4
18,2.8,86.8,50.8,46.2,62.8,51.8,7.5,0,0,1,5.0,1,1,0,0,0,0,0,4
19,7.0,98.9,100.0,88.1,100.0,99.7,22.5,1,0,1,0.0,1,0,0,0,1,0,0,0
14,1.2,70.3,42.8,36.6,23.3,35.9,22.5,0,0,0,3.0,1,0,0,0,0,0,0,5
19,6.2,79.2,78.5,77.6,72.4,78.1,7.5,0,1,1,4.0,1,0,0,0,1,0,0,2
19,1.2,54.4,36.7,36.0,34.6,35.3,45.0,0,0,0,0.0,1,1,1,0,0,0,0,5
14,2.7,81.5,48.4,62.7,68.5,60.6,45.0,0,1,1,3.0,0,0,0,0,0,0,0,3
14,4.9,95.0,85.3,61.8,76.1,79.0,7.5,1,0,1,5.0,1,0,0,0,0,0,1,2
18,0.5,83.0,34.9,35.1,44.4,37.5,75.0,0,1,1,5.0,1,0,0,0,0,1,0,5
14,5.6,82.7,69.2,78.5,59.7,77.2,22.5,0,0,0,1.0,1,0,0,0,0,0,1,2
17,2.9,74.4,36.1,39.0,55.7,49.2,22.5,1,0,0,5.0,1,0,1,0,0,0,0,4
14,6.1,72.5,100.0,96.0,77.0,83.7,22.5,0,1,1,2.0,1,1,0,1,0,0,0,2
18,7.8,68.5,89.9,89.0,83.0,94.9,7.5,0,0,0,2.0,1,0,0,0,1,0,0,1
15,3.6,91.0,79.4,68.0,70.3,70.6,75.0,0,0,1,1.0,0,1,1,0,0,0,0,2
14,0.7,82.2,49.3,63.2,52.0,46.0,7.5,1,0,1,4.0,1,0,0,0,1,0,0,4
14,6.9,65.0,100.0,73.1,77.4,89.6,75.0,0,1,1,0.0,1,0,0,0,1,0,0,1
15,2.6,75.9,43.2,58.4,74.2,59.4,45.0,1,0,1,4.0,1,0,0,0,0,0,1,3
17,1.6,55.8,52.7,29.5,32.4,39.6,7.5,1,0,0,0.0,1,0,0,0,1,0,0,5
14,7.1,52.3,90.1,78.7,99.2,74.9,22.5,1,0,1,5.0,1,1,0,0,0,0,0,2
18,2.2,56.8,34.6,49.0,33.5,44.4,75.0,0,0,0,1.0,1,1,0,1,0,0,0,4
17,5.0,93.4,93.4,86.0,76.7,85.6,75.0,1,0,1,3.0,1,1,0,0,0,1,0,1
15,2.4,62.9,27.9,28.2,27.8,37.5,22.5,0,1,0,1.0,1,1,0,0,1,0,0,5
19,5.8,98.2,74.1,68.3,76.9,77.4,75.0,1,0,1,0.0,1,0,0,0,0,1,0,2
17,5.4,66.9,62.5,66.8,84.5,72.6,45.0,0,1,0,0.0,1,0,0,0,0,1,0,2
18,4.3,70.5,68.8,53.4,57.4,63.4,75.0,0,1,1,5.0,0,1,0,0,1,0,0,3
15,4.7,90.6,66.1,74.0,67.9,69.4,22.5,0,1,1,0.0,1,0,0,0,0,0,0,3
18,2.2,61.2,38.9,33.5,33.7,39.2,45.0,1,0,1,0.0,0,0,0,0,0,1,0,5
17,0.7,95.5,28.0,39.8,44.1,38.4,45.0,1,0,1,3.0,1,0,0,0,0,0,0,5
19,6.5,82.7,97.7,83.2,91.2,88.7,75.0,0,1,1,5.0,1,1,1,0,0,0,0,1
16,7.2,53.1,81.7,96.5,100.0,84.2,22.5,0,0,0,0.0,0,0,0,0,1,0,0,2
18,6.3,97.8,84.6,93.3,86.9,83.6,75.0,0,1,0,1.0,1,0,0,0,0,1,0,2
16,5.8,64.4,65.1,69.9,75.7,70.8,7.5,1,0,0,3.0,1,1,0,0,0,1,0,2
14,4.0,61.6,32.0,54.1,57.3,49.3,22.5,0,0,0,2.0,1,0,0,0,1,0,0,4
14,4.9,94.9,58.9,78.0,50.5,68.3,7.5,1,0,0,0.0,1,1,0,0,0,0,1,3
19,5.7,66.3,60.9,63.3,54.3,63.3,45.0,0,0,0,5.0,1,1,0,0,0,0,1,3
18,0.7,86.1,36.3,30.8,42.2,38.1,22.5,1,0,1,2.0,1,1,0,1,0,0,0,5
16,3.7,51.7,71.3,62.9,71.2,56.4,45.0,0,1,0,4.0,1,0,0,0,0,0,1,3
18,2.2,96.1,68.2,51.5,49.3,52.8,22.5,0,0,1,2.0,1,0,0,0,1,0,0,4
14,3.2,70.5,64.3,41.2,55.6,57.6,45.0,1,0,1,3.0,1,0,0,1,0,0,0,3
14,6.1,58.9,93.3,69.3,69.0,73.6,45.0,0,0,0,5.0,1,1,0,1,0,0,0,2
17,3.2,99.1,58.4,75.2,66.2,63.3,22.5,0,0,1,1.0,1,0,0,0,1,0,0,3
17,6.0,87.1,83.0,77.6,92.5,76.2,75.0,0,1,0,4.0,1,1,0,0,0,1,0,2
19,7.8,89.7,95.4,74.4,87.7,91.9,7.5,0,0,0,1.0,1,1,0,0,0,0,1,1
18,7.4,75.0,96.4,85.4,100.0,92.1,45.0,0,0,1,1.0,1,0,0,0,1,0,0,1
15,6.7,84.4,74.5,79.6,62.8,83.9,75.0,0,1,0,0.0,1,1,0,1,0,0,0,2
18,6.9,64.5,85.6,74.2,94.5,84.8,45.0,0,0,1,2.0,0,0,0,0,0,0,0,2
16,3.5,75.9,56.3,46.5,63.2,60.5,7.5,0,1,1,3.0,1,1,0,1,0,0,0,3
18,6.0,69.0,68.1,58.8,77.1,79.0,45.0,0,1,0,3.0,1,1,0,0,0,0,0,2
15,5.5,71.3,81.3,74.8,84.9,76.2,22.5,0,1,1,2.0,1,1,1,0,0,0,0,2
14,7.9,50.2,65.0,85.8,82.1,82.2,22.5,0,1,0,2.0,0,1,0,0,0,0,0,2
14,4.8,90.5,85.2,50.3,52.9,72.8,75.0,0,1,1,1.0,1,1,0,0,0,0,1,2
19,3.7,60.9,57.5,76.5,55.1,56.8,22.5,0,0,0,5.0,1,0,1,0,0,0,0,3
14,6.8,73.7,81.4,82.0,92.7,92.8,75.0,0,0,0,2.0,1,1,0,0,1,0,0,1
19,6.1,82.9,80.6,87.3,81.2,83.9,45.0,1,0,1,1.0,1,1,0,1,0,0,0,2
18,1.4,51.7,38.8,43.9,35.3,39.0,75.0,0,1,0,5.0,0,1,1,0,0,0,0,5
14,5.0,67.1,72.0,47.0,57.0,61.3,45.0,0,1,0,3.0,1,0,0,0,1,0,0,3
19,4.9,63.2,69.7,53.5,52.7,56.2,75.0,0,1,1,5.0,1,1,0,0,0,0,0,3
14,5.2,56.6,64.9,76.4,59.5,66.7,22.5,0,1,0,2.0,1,1,0,0,0,0,0,3
14,7.6,90.7,93.7,83.2,91.5,94.5,7.5,0,0,1,2.0,1,0,0,1,0,0,0,1
